"NumeroBenevole","Civilite","Nom","Prenom","NomComplet","Email","Telephone","TelephoneMobile","Adresse1","Adresse2","NPA","Ville","DateNaissance","Langues","SituationPersonnelle","Formation","NotesGenerales","NotesInternes","Binome","Statut","DateEntree","Provenance","ProvenanceDetail","DisponibilitesPreferees","CentresInteret","Competences","RecevoirInvitations","ParticiperEvenements","DateCreation","DateDerniereMajProfil","RGPDConsentement","SourceID"
"BEN-00443","Madame","Simon","AndrÃ©","Simon AndrÃ©","andrae.simon@test.ch","410226385476","410778704194","Route de Lausanne 43","","1214","VERNIER","22/09/1949 00:00:00","FranÃ§ais","","","","","","Ponctuel","29/11/2017 00:00:00","Autres","","","","","Non","Non","25/01/2018 10:27:32","2025-12-07 15:02:53","Oui","443"
"BEN-00444","Madame","Laurent","CÃ©line","Laurent CÃ©line","caeline.laurent@email.ch","410222139090","410784458272","Rue de la Mairie 16","","1208","GENEVE","28/05/1958 00:00:00","FranÃ§ais","","","","","","En attente","","Genève Bénévolat","","","","","Non","Oui","25/01/2018 10:32:00","2025-12-07 15:02:53","Oui","444"
"BEN-00445","Monsieur","Lefebvre","StÃ©phanie","Lefebvre StÃ©phanie","staephanie.lefebvre@exemple.ch","410225283460","410783968144","Avenue de la Source 50","","1208","GENEVE","05/08/1986 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","25/01/2018 10:35:26","2025-12-07 15:02:53","Oui","445"
"BEN-00446","Madame","Michel","Corinne","Michel Corinne","corinne.michel@mail.ch","410228904044","410786095270","Rue du Commerce 99","","1201","GENEVE","02/04/1970 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","25/01/2018 10:38:47","2025-12-07 15:02:53","Oui","446"
"BEN-00447","Madame","Garcia","Brigitte","Garcia Brigitte","brigitte.garcia@contact.ch","410222168672","410799022842","Rue de la Paix 39","","1202","GENEVE","22/10/1953 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","25/01/2018 10:41:51","2025-12-07 15:02:53","Oui","447"
"BEN-00448","Madame","David","Dominique","David Dominique","dominique.david@test.ch","410223268772","410765358676","Avenue des Alpes 62","","1207","GENEVE","13/09/1978 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","25/01/2018 10:46:09","2025-12-07 15:02:53","Oui","448"
"BEN-00449","Madame","Bertrand","Eric","Bertrand Eric","eric.bertrand@email.ch","410224148520","410774709960","Chemin de la ForÃªt 84","","1200","GENEVE","28/06/1998 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","25/01/2018 10:48:14","2025-12-07 15:02:53","Oui","449"
"BEN-00451","Madame","Roux","Pascal","Roux Pascal","pascal.roux@exemple.ch","410228466823","410784232924","Chemin de la ForÃªt 53","","1218","GRAND-SACONNEX","12/05/1981 00:00:00","FranÃ§ais","","","","","","En attente","","Genève Bénévolat","","","","","Non","Oui","29/01/2018 16:16:21","2025-12-07 15:02:53","Oui","451"
"BEN-00452","Madame","Vincent","Olivier","Vincent Olivier","olivier.vincent@mail.ch","410227823293","410774451353","Route de Ferney 23","","1209","GENEVE","12/09/1992 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","29/01/2018 17:01:33","2025-12-07 15:02:53","Oui","452"
"BEN-00453","Madame","Fournier","Bruno","Fournier Bruno","bruno.fournier@contact.ch","410221637278","410779188881","Route de Ferney 69","","1214","VERNIER","16/09/1987 00:00:00","FranÃ§ais","","","","","","Ponctuel","27/02/2018 00:00:00","Tél","","","","","Non","Oui","31/01/2018 10:43:08","2025-12-07 15:02:53","Oui","453"
"BEN-00456","Madame","Morel","Vincent","Morel Vincent","vincent.morel@test.ch","410224603474","410764083149","Avenue des Alpes 74","","1204","GENEVE","04/05/1973 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","05/02/2018 15:00:01","2025-12-07 15:02:53","Oui","456"
"BEN-00458","Madame","Girard","AgnÃ¨s","Girard AgnÃ¨s","agnaes.girard@email.ch","410226037220","410772528010","Avenue des Champs 13","","1208","GENEVE","09/09/1956 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","07/02/2018 09:38:16","2025-12-07 15:02:53","Oui","458"
"BEN-00459","Monsieur","AndrÃ©","GeneviÃ¨ve","AndrÃ© GeneviÃ¨ve","geneviaeve.andrae@exemple.ch","410226922435","410781689353","Boulevard du RhÃ´ne 18","","1227","CAROUGE","21/05/1997 00:00:00","FranÃ§ais","","","","","","Actif","","Déjà intégrés","","","","","Oui","Non","08/02/2018 15:53:53","2025-12-07 15:02:53","Oui","459"
"BEN-00464","Monsieur","Mercier","VÃ©ronique","Mercier VÃ©ronique","vaeronique.mercier@mail.ch","410224094157","410775329462","Route de Meyrin 78","","1228","PLAN-LES-OUATES","21/04/1956 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","01/03/2018 11:14:17","2025-12-07 15:02:53","Oui","464"
"BEN-00465","Madame","Dupont","Chantal","Dupont Chantal","chantal.dupont@contact.ch","410228293443","410786563536","Route de Ferney 64","","1205","GENEVE","26/01/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","06/03/2018 11:47:54","2025-12-07 15:02:53","Oui","465"
"BEN-00466","Madame","Lambert","Jacqueline","Lambert Jacqueline","jacqueline.lambert@test.ch","410228172644","410769535038","Rue de la Gare 81","","1214","VERNIER","09/01/1990 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","07/03/2018 12:16:45","2025-12-07 15:02:53","Oui","466"
"BEN-00468","Madame","Bonnet","Robert","Bonnet Robert","robert.bonnet@email.ch","410227065710","410778407791","Chemin du Moulin 17","","1214","VERNIER","03/06/1961 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","07/03/2018 15:50:27","2025-12-07 15:02:53","Oui","468"
"BEN-00469","Madame","FranÃ§ois","RenÃ©","FranÃ§ois RenÃ©","renae.franacois@exemple.ch","410222245141","410795397878","Rue de la Mairie 53","","1206","GENEVE","26/07/1987 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","07/03/2018 16:01:58","2025-12-07 15:02:53","Oui","469"
"BEN-00470","Madame","Martinez","Georges","Martinez Georges","georges.martinez@mail.ch","410224385344","410762933745","Chemin de Bellevue 10","","1208","GENEVE","07/12/1959 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","07/03/2018 16:05:03","2025-12-07 15:02:53","Oui","470"
"BEN-00471","Madame","Legrand","Henri","Legrand Henri","henri.legrand@contact.ch","410222627830","410781707790","Avenue de la LibertÃ© 85","","1208","GENEVE","03/08/1970 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","07/03/2018 16:08:08","2025-12-07 15:02:53","Oui","471"
"BEN-00472","Madame","Garnier","Louis","Garnier Louis","louis.garnier@test.ch","410226307013","410771925161","Rue de la Fontaine 81","","1201","GENEVE","07/05/1948 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","07/03/2018 16:11:23","2025-12-07 15:02:53","Oui","472"
"BEN-00473","Monsieur","Faure","Sophie","Faure Sophie","sophie.faure@email.ch","410228092668","410788073078","Avenue des Alpes 11","","1204","GENEVE","01/07/1955 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","07/03/2018 16:14:33","2025-12-07 15:02:53","Oui","473"
"BEN-00474","Monsieur","Rousseau","Marie","Rousseau Marie","marie.rousseau@exemple.ch","410229597798","410762621028","Rue du Stade 32","","1205","GENEVE","09/02/1946 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","07/03/2018 16:18:00","2025-12-07 15:02:53","Oui","474"
"BEN-00475","Monsieur","Blanc","Isabelle","Blanc Isabelle","isabelle.blanc@mail.ch","410229623490","410761697938","Avenue de la LibertÃ© 30","","1204","GENEVE","02/10/1988 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","07/03/2018 16:19:55","2025-12-07 15:02:53","Oui","475"
"BEN-00476","Monsieur","Guerin","Catherine","Guerin Catherine","catherine.guerin@contact.ch","410228103267","410784865150","Route de GenÃ¨ve 67","","1202","GENEVE","04/07/1988 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","07/03/2018 16:22:53","2025-12-07 15:02:53","Oui","476"
"BEN-00478","Monsieur","Muller","Nathalie","Muller Nathalie","nathalie.muller@test.ch","410227764657","410789463825","Rue Jean JaurÃ¨s 41","","1202","GENEVE","10/03/1949 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","08/03/2018 15:51:05","2025-12-07 15:02:53","Oui","478"
"BEN-00481","Monsieur","Henry","Pierre","Henry Pierre","pierre.henry@email.ch","410224885386","410769978897","Chemin de la ForÃªt 82","","1200","GENEVE","11/11/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Non","12/03/2018 14:34:08","2025-12-07 15:02:53","Oui","481"
"BEN-00485","Monsieur","Roussel","Jean","Roussel Jean","jean.roussel@exemple.ch","410223716491","410782348197","Avenue Victor Hugo 21","","1200","GENEVE","21/08/1963 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","28/03/2018 14:58:06","2025-12-07 15:02:53","Oui","485"
"BEN-00486","Madame","Nicolas","Marc","Nicolas Marc","marc.nicolas@mail.ch","410227147267","410784312049","Route de GenÃ¨ve 94","","1202","GENEVE","08/07/1958 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","28/03/2018 15:05:29","2025-12-07 15:02:53","Oui","486"
"BEN-00487","Monsieur","Perrin","Philippe","Perrin Philippe","philippe.perrin@contact.ch","410223546969","410761233579","Route de GenÃ¨ve 22","","1204","GENEVE","08/05/1956 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","28/03/2018 15:09:24","2025-12-07 15:02:53","Oui","487"
"BEN-00488","Madame","Meyer","Laurent","Meyer Laurent","laurent.meyer@test.ch","410221942472","410761083063","Rue de la Mairie 52","","1204","GENEVE","07/04/1950 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","28/03/2018 15:13:37","2025-12-07 15:02:53","Oui","488"
"BEN-00489","Madame","Clement","Julie","Clement Julie","julie.clement@email.ch","410229731473","410796867874","Rue de la Mairie 21","","1209","GENEVE","19/11/1984 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","28/03/2018 15:18:13","2025-12-07 15:02:53","Oui","489"
"BEN-00491","Madame","Dufour","Christine","Dufour Christine","christine.dufour@exemple.ch","410229087565","410798911457","Rue du Parc 81","","1203","GENEVE","13/10/1953 00:00:00","FranÃ§ais","","","","","","Ponctuel","20/03/2023 00:00:00","Bénéficiaires","","","","","Non","Oui","03/04/2018 13:37:36","2025-12-07 15:02:53","Oui","491"
"BEN-00498","Madame","Fontaine","Sylvie","Fontaine Sylvie","sylvie.fontaine@mail.ch","410221562594","410798525031","Chemin du Moulin 72","","1204","GENEVE","24/04/1953 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","17/04/2018 14:59:25","2025-12-07 15:02:53","Oui","498"
"BEN-00499","Monsieur","Chevalier","Sandrine","Chevalier Sandrine","sandrine.chevalier@contact.ch","410223005760","410799453845","Rue du Stade 85","","1207","GENEVE","23/06/1999 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","17/04/2018 15:04:56","2025-12-07 15:02:53","Oui","499"
"BEN-00500","Madame","Robin","ValÃ©rie","Robin ValÃ©rie","valaerie.robin@test.ch","410226239060","410788928639","Chemin de la ForÃªt 42","","1227","CAROUGE","06/09/1945 00:00:00","FranÃ§ais","","","","","","En attente","","Email","","","","","Non","Non","17/04/2018 15:08:14","2025-12-07 15:02:53","Oui","500"
"BEN-00502","Madame","Martin","Michel","Martin Michel","michel.martin@email.ch","410221457137","410772889047","Rue du Stade 93","","1204","GENEVE","13/05/1986 00:00:00","FranÃ§ais","","","","","","Autre association","16/05/2018 00:00:00","Lancéen","","","","","Non","Non","19/04/2018 10:27:10","2025-12-07 15:02:53","Oui","502"
"BEN-00506","Madame","Bernard","Bernard","Bernard Bernard","bernard.bernard@exemple.ch","410225542021","410778772796","Chemin des Pins 81","","1206","GENEVE","09/06/1964 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","02/05/2018 15:27:40","2025-12-07 15:02:53","Oui","506"
"BEN-00508","Madame","Dubois","Alain","Dubois Alain","alain.dubois@mail.ch","410226505620","410762854295","Route de Lausanne 15","","1228","PLAN-LES-OUATES","15/09/1992 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","16/05/2018 12:12:36","2025-12-07 15:02:53","Oui","508"
"BEN-00510","Monsieur","Thomas","FranÃ§ois","Thomas FranÃ§ois","franacois.thomas@contact.ch","410222932918","410786199727","Chemin des Fleurs 38","","1204","GENEVE","14/10/1973 00:00:00","FranÃ§ais","","","","","","Ponctuel","","CGV","","","","","Non","Oui","16/05/2018 15:02:34","2025-12-07 15:02:53","Oui","510"
"BEN-00511","Madame","Robert","Thierry","Robert Thierry","thierry.robert@test.ch","410227084949","410791348392","Chemin des Vignes 95","","1209","GENEVE","11/02/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","CGV","","","","","Non","Oui","16/05/2018 15:08:19","2025-12-07 15:02:53","Oui","511"
"BEN-00512","Madame","Petit","Anne","Petit Anne","anne.petit@email.ch","410225702322","410779629375","Avenue de la LibertÃ© 18","","1227","CAROUGE","21/10/1981 00:00:00","FranÃ§ais","","","","","","Ponctuel","","CGV","","","","","Non","Oui","16/05/2018 15:16:20","2025-12-07 15:02:53","Oui","512"
"BEN-00513","Madame","Durand","Martine","Durand Martine","martine.durand@exemple.ch","410223325513","410798295992","Rue de la Gare 60","","1214","VERNIER","06/12/1946 00:00:00","FranÃ§ais","","","","","","Ponctuel","","CGV","","","","","Non","Oui","16/05/2018 15:17:44","2025-12-07 15:02:53","Oui","513"
"BEN-00514","Monsieur","Leroy","FranÃ§oise","Leroy FranÃ§oise","franacoise.leroy@mail.ch","410229588089","410794052734","Chemin de Bellevue 33","","1207","GENEVE","07/05/1947 00:00:00","FranÃ§ais","","","","","","En attente","","Lancéen","","","","","Oui","Non","22/05/2018 14:44:03","2025-12-07 15:02:53","Oui","514"
"BEN-00515","Madame","Moreau","Monique","Moreau Monique","monique.moreau@contact.ch","410228827318","410785663687","Avenue du Lac 71","","1208","GENEVE","20/10/1981 00:00:00","FranÃ§ais","","","","","","Actif","","Site Lancy","","","","","Non","Oui","23/05/2018 08:07:43","2025-12-07 15:02:53","Oui","515"
"BEN-00516","Madame","Simon","Nicole","Simon Nicole","nicole.simon@test.ch","410229584161","410793043142","Avenue de France 24","","1202","GENEVE","20/10/1987 00:00:00","FranÃ§ais","","","","","","Autre association","","Lancéen","","","","","Non","Non","23/05/2018 08:31:28","2025-12-07 15:02:53","Oui","516"
"BEN-00517","Madame","Laurent","Patrick","Laurent Patrick","patrick.laurent@email.ch","410227057827","410797346052","Rue des Ecoles 18","","1227","CAROUGE","11/12/1989 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","23/05/2018 09:15:54","2025-12-07 15:02:53","Oui","517"
"BEN-00518","Madame","Lefebvre","Daniel","Lefebvre Daniel","daniel.lefebvre@exemple.ch","410224471957","410784782312","Chemin de Bellevue 14","","1206","GENEVE","27/12/1978 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","23/05/2018 09:19:59","2025-12-07 15:02:53","Oui","518"
"BEN-00519","Monsieur","Michel","Christian","Michel Christian","christian.michel@mail.ch","410221917037","410785415224","Route de GenÃ¨ve 85","","1208","GENEVE","19/09/1978 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","23/05/2018 09:23:00","2025-12-07 15:02:53","Oui","519"
"BEN-00522","Monsieur","Garcia","Jacques","Garcia Jacques","jacques.garcia@contact.ch","410227987340","410764209946","Chemin des Vignes 12","","1214","VERNIER","23/03/1972 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","23/05/2018 14:08:33","2025-12-07 15:02:53","Oui","522"
"BEN-00523","Madame","David","AndrÃ©","David AndrÃ©","andrae.david@test.ch","410221162587","410772837965","Rue de la Paix 36","","1203","GENEVE","10/02/1965 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","23/05/2018 14:20:47","2025-12-07 15:02:53","Oui","523"
"BEN-00524","Madame","Bertrand","CÃ©line","Bertrand CÃ©line","caeline.bertrand@email.ch","410223691966","410792786949","Route de Ferney 59","","1204","GENEVE","18/11/1942 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","23/05/2018 14:25:46","2025-12-07 15:02:53","Oui","524"
"BEN-00525","Madame","Roux","StÃ©phanie","Roux StÃ©phanie","staephanie.roux@exemple.ch","410229195411","410787337182","Rue du Parc 39","","1227","CAROUGE","06/06/1941 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","23/05/2018 14:28:32","2025-12-07 15:02:53","Oui","525"
"BEN-00526","Monsieur","Vincent","Corinne","Vincent Corinne","corinne.vincent@mail.ch","410222476882","410797399538","Chemin des Pins 43","","1204","GENEVE","22/06/1992 00:00:00","FranÃ§ais","","","","","","En attente","","Autres","","","","","Non","Non","23/05/2018 14:39:34","2025-12-07 15:02:53","Oui","526"
"BEN-00527","Madame","Fournier","Brigitte","Fournier Brigitte","brigitte.fournier@contact.ch","410223753830","410795939515","Chemin de la Colline 24","","1213","PETIT-LANCY","24/02/1944 00:00:00","FranÃ§ais","","","","","","En attente","","Autres","","","","","Non","Non","23/05/2018 14:46:40","2025-12-07 15:02:53","Oui","527"
"BEN-00529","Monsieur","Morel","Dominique","Morel Dominique","dominique.morel@test.ch","410223392464","410797385033","Rue du Parc 60","","1217","MEYRIN","20/01/1976 00:00:00","FranÃ§ais","","","","","","En attente","","Autres","","","","","Non","Non","30/05/2018 11:41:12","2025-12-07 15:02:53","Oui","529"
"BEN-00530","Madame","Girard","Eric","Girard Eric","eric.girard@email.ch","410229081198","410795745527","Avenue de la LibertÃ© 51","","1217","MEYRIN","01/12/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","15/10/2018 00:00:00","Site Lancy","","","","","Non","Oui","05/06/2018 14:28:49","2025-12-07 15:02:53","Oui","530"
"BEN-00531","Mademoiselle","AndrÃ©","Pascal","AndrÃ© Pascal","pascal.andrae@exemple.ch","410226367532","410797186489","Rue de la Paix 99","","1206","GENEVE","15/07/1967 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Non","05/06/2018 14:57:34","2025-12-07 15:02:53","Oui","531"
"BEN-00532","Mademoiselle","Mercier","Olivier","Mercier Olivier","olivier.mercier@mail.ch","410223007435","410767539910","Avenue Victor Hugo 49","","1208","GENEVE","01/11/1995 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Non","05/06/2018 15:00:39","2025-12-07 15:02:53","Oui","532"
