"NumeroBeneficiaire","Civilite","Nom","Prenom","NomComplet","Email","Telephone","Adresse1","Adresse2","NPA","Ville","DateNaissance","Besoins","Referent","Horaires","DateDebut","Historique","Statut","RGPDConsentement","RGPDDateConsentement","SourceID"
"BNF-01299","Monsieur","Rousseau","Martine","Rousseau Martine","martine.rousseau@exemple.ch","410224832831","Route de Ferney 54","","1203","GENEVE","27/04/1999 00:00:00","","","","05/09/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1299"
"BNF-01304","Madame","Blanc","Fran̤oise","Blanc Fran̤oise","franacoise.blanc@mail.ch","410227619071","Avenue des Champs 50","","1200","GENEVE","19/02/1982 00:00:00","","","","12/09/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1304"
"BNF-01306","Monsieur et Madame","Guerin","Monique","Guerin Monique","monique.guerin@contact.ch","410223488926","Rue du Commerce 81","","1213","PETIT-LANCY","19/06/1947 00:00:00","","","","17/10/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1306"
"BNF-01315","Madame","Muller","Nicole","Muller Nicole","nicole.muller@test.ch","410223699168","Chemin de la Colline 31","","1205","GENEVE","27/12/1996 00:00:00","","","","07/07/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1315"
"BNF-01317","Monsieur","Henry","Patrick","Henry Patrick","patrick.henry@email.ch","410226605412","Route de Meyrin 57","","1204","GENEVE","06/01/1975 00:00:00","","","","01/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1317"
"BNF-01319","Madame","Roussel","Daniel","Roussel Daniel","daniel.roussel@exemple.ch","410225144454","Avenue de la Libert̩ 25","","1205","GENEVE","27/04/1993 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1319"
"BNF-01322","Madame","Nicolas","Christian","Nicolas Christian","christian.nicolas@mail.ch","410222189211","Route de Gen̬ve 15","","1228","PLAN-LES-OUATES","20/06/1999 00:00:00","","","","07/11/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1322"
"BNF-01323","Madame","Perrin","Jacques","Perrin Jacques","jacques.perrin@contact.ch","410227994071","Rue du Stade 6","","1205","GENEVE","07/02/1972 00:00:00","","","","21/11/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1323"
"BNF-01324","Madame","Meyer","Andr̩","Meyer Andr̩","andrae.meyer@test.ch","410229323670","Avenue de la Source 85","","1200","GENEVE","06/12/1981 00:00:00","","","","21/11/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1324"
"BNF-01325","Madame","Clement","C̩line","Clement C̩line","caeline.clement@email.ch","410223601223","Rue de la Mairie 21","","1200","GENEVE","20/04/1974 00:00:00","","","","21/11/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1325"
"BNF-01328","Madame","Dufour","St̩phanie","Dufour St̩phanie","staephanie.dufour@exemple.ch","410224822539","Chemin du Moulin 46","","1208","GENEVE","04/04/1976 00:00:00","","","","13/03/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1328"
"BNF-01329","Madame","Fontaine","Corinne","Fontaine Corinne","corinne.fontaine@mail.ch","410228499880","Rue de la Gare 55","","1206","GENEVE","21/02/1992 00:00:00","","","","19/12/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1329"
"BNF-01333","Madame","Chevalier","Brigitte","Chevalier Brigitte","brigitte.chevalier@contact.ch","410229566662","Chemin de la Colline 24","","1205","GENEVE","27/09/1954 00:00:00","","","","19/12/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1333"
"BNF-01334","Madame","Robin","Dominique","Robin Dominique","dominique.robin@test.ch","410223442746","Rue de la Paix 14","","1227","CAROUGE","18/02/1961 00:00:00","","","","01/06/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1334"
"BNF-01337","Madame","Martin","Eric","Martin Eric","eric.martin@email.ch","410223906614","Rue de la Fontaine 52","","1207","GENEVE","20/05/1987 00:00:00","","","","10/01/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1337"
"BNF-01338","Madame","Bernard","Pascal","Bernard Pascal","pascal.bernard@exemple.ch","410229396271","Boulevard du Rh̫ne 15","","1227","CAROUGE","01/03/1977 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1338"
"BNF-01339","Monsieur et Madame","Dubois","Olivier","Dubois Olivier","olivier.dubois@mail.ch","410225066334","Avenue du Lac 84","","1207","GENEVE","10/05/1945 00:00:00","","","","17/01/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1339"
"BNF-01342","Madame","Thomas","Bruno","Thomas Bruno","bruno.thomas@contact.ch","410222645341","Avenue de la Libert̩ 43","","1217","MEYRIN","20/02/1971 00:00:00","","","","01/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1342"
"BNF-01347","Madame","Robert","Vincent","Robert Vincent","vincent.robert@test.ch","410221363337","Avenue de la Libert̩ 39","","1213","PETIT-LANCY","03/06/1994 00:00:00","","","","01/02/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1347"
"BNF-01348","Madame","Petit","Agn̬s","Petit Agn̬s","agnaes.petit@email.ch","410226783653","Avenue Victor Hugo 6","","1202","GENEVE","03/07/1970 00:00:00","","","","06/02/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1348"
"BNF-01350","Monsieur et Madame","Durand","Genevi̬ve","Durand Genevi̬ve","geneviaeve.durand@exemple.ch","410224816734","Chemin des Fleurs 30","","1205","GENEVE","27/07/1981 00:00:00","","","","06/02/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1350"
"BNF-01351","Madame","Leroy","V̩ronique","Leroy V̩ronique","vaeronique.leroy@mail.ch","410221738080","Chemin des Fleurs 71","","1207","GENEVE","14/02/1983 00:00:00","","","","01/01/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1351"
"BNF-01352","Madame","Moreau","Chantal","Moreau Chantal","chantal.moreau@contact.ch","410222454727","Chemin des Fleurs 77","","1228","PLAN-LES-OUATES","05/07/1968 00:00:00","","","","08/02/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1352"
"BNF-01353","Madame","Simon","Jacqueline","Simon Jacqueline","jacqueline.simon@test.ch","410221352199","Avenue de la Source 61","","1208","GENEVE","19/10/1981 00:00:00","","","","07/02/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1353"
"BNF-01357","Madame","Laurent","Robert","Laurent Robert","robert.laurent@email.ch","410225537143","Avenue des Alpes 1","","1213","PETIT-LANCY","14/12/1965 00:00:00","","","","20/02/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1357"
"BNF-01363","Madame","Lefebvre","Ren̩","Lefebvre Ren̩","renae.lefebvre@exemple.ch","410226138184","Avenue des Champs 3","","1208","GENEVE","23/07/1954 00:00:00","","","","04/03/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1363"
"BNF-01364","Monsieur","Michel","Georges","Michel Georges","georges.michel@mail.ch","410224409450","Rue des Ecoles 42","","1227","CAROUGE","25/11/1947 00:00:00","","","","03/04/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1364"
"BNF-01365","Madame","Garcia","Henri","Garcia Henri","henri.garcia@contact.ch","410223214250","Chemin des Vignes 95","","1217","MEYRIN","01/07/1951 00:00:00","","","","20/03/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1365"
"BNF-01366","Madame","David","Louis","David Louis","louis.david@test.ch","410223497211","Rue des Acacias 2","","1213","PETIT-LANCY","08/02/1949 00:00:00","","","","09/03/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1366"
"BNF-01368","Madame","Bertrand","Sophie","Bertrand Sophie","sophie.bertrand@email.ch","410229434658","Rue du Parc 58","","1228","PLAN-LES-OUATES","14/04/1977 00:00:00","","","","13/03/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1368"
"BNF-01370","Madame","Roux","Marie","Roux Marie","marie.roux@exemple.ch","410221546585","Chemin de Bellevue 15","","1207","GENEVE","20/05/1998 00:00:00","","","","02/10/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1370"
"BNF-01371","Madame","Vincent","Isabelle","Vincent Isabelle","isabelle.vincent@mail.ch","410227178271","Avenue des Champs 14","","1217","MEYRIN","24/01/1967 00:00:00","","","","28/07/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1371"
"BNF-01372","Madame","Fournier","Catherine","Fournier Catherine","catherine.fournier@contact.ch","410226346882","Route de Lausanne 33","","1207","GENEVE","01/06/1948 00:00:00","","","","03/04/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1372"
"BNF-01373","Madame","Morel","Nathalie","Morel Nathalie","nathalie.morel@test.ch","410226086685","Chemin de la For̻t 63","","1201","GENEVE","26/01/1978 00:00:00","","","","03/04/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1373"
"BNF-01374","Madame","Girard","Pierre","Girard Pierre","pierre.girard@email.ch","410224728270","Rue du Parc 96","","1203","GENEVE","12/06/1966 00:00:00","","","","15/05/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1374"
"BNF-01375","Madame","Andr̩","Jean","Andr̩ Jean","jean.andrae@exemple.ch","410225655922","Avenue Victor Hugo 63","","1227","CAROUGE","14/08/1960 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1375"
"BNF-01376","Madame","Mercier","Marc","Mercier Marc","marc.mercier@mail.ch","410228594353","Route des Acacias 38","","1208","GENEVE","01/03/1947 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1376"
"BNF-01377","Monsieur","Dupont","Philippe","Dupont Philippe","philippe.dupont@contact.ch","410223113433","Rue du Commerce 5","","1200","GENEVE","11/06/1958 00:00:00","","","","03/10/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1377"
"BNF-01378","Madame","Lambert","Laurent","Lambert Laurent","laurent.lambert@test.ch","410221998465","Chemin des Fleurs 31","","1203","GENEVE","19/06/1976 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1378"
"BNF-01382","Monsieur","Bonnet","Julie","Bonnet Julie","julie.bonnet@email.ch","410226227238","Route de Gen̬ve 24","","1217","MEYRIN","26/11/1976 00:00:00","","","","02/07/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1382"
"BNF-01383","Madame","Fran̤ois","Christine","Fran̤ois Christine","christine.franacois@exemple.ch","410221248866","Rue du Stade 54","","1213","PETIT-LANCY","11/09/1959 00:00:00","","","","09/10/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1383"
"BNF-01389","Monsieur","Martinez","Sylvie","Martinez Sylvie","sylvie.martinez@mail.ch","410229465655","Rue de la Paix 89","","1204","GENEVE","06/05/1956 00:00:00","","","","05/07/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1389"
"BNF-01390","Madame","Legrand","Sandrine","Legrand Sandrine","sandrine.legrand@contact.ch","410227869766","Avenue des Champs 58","","1217","MEYRIN","04/10/1963 00:00:00","","","","01/11/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1390"
"BNF-01391","Madame","Garnier","Val̩rie","Garnier Val̩rie","valaerie.garnier@test.ch","410225603097","Route des Acacias 89","","1227","CAROUGE","11/07/1944 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1391"
"BNF-01392","Madame","Faure","Michel","Faure Michel","michel.faure@email.ch","410221845774","Chemin du Moulin 13","","1200","GENEVE","08/04/1998 00:00:00","","","","05/06/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1392"
"BNF-01416","Madame","Rousseau","Bernard","Rousseau Bernard","bernard.rousseau@exemple.ch","410224572259","Chemin de Bellevue 51","","1205","GENEVE","11/02/1969 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1416"
"BNF-01417","Monsieur","Blanc","Alain","Blanc Alain","alain.blanc@mail.ch","410228856387","Chemin des Pins 52","","1206","GENEVE","19/12/1947 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1417"
"BNF-01418","Madame","Guerin","Fran̤ois","Guerin Fran̤ois","franacois.guerin@contact.ch","410228488110","Rue du Stade 32","","1206","GENEVE","02/12/1953 00:00:00","","","","19/06/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1418"
"BNF-01419","Madame","Muller","Thierry","Muller Thierry","thierry.muller@test.ch","410227773026","Avenue de la Source 43","","1205","GENEVE","18/07/1984 00:00:00","","","","19/06/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1419"
"BNF-01421","Madame","Henry","Anne","Henry Anne","anne.henry@email.ch","410222246045","Chemin de la For̻t 60","","1201","GENEVE","28/06/1989 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1421"
"BNF-01422","Madame","Roussel","Martine","Roussel Martine","martine.roussel@exemple.ch","410228739116","Avenue du Lac 75","","1201","GENEVE","10/01/1994 00:00:00","","","","16/01/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1422"
"BNF-01423","Madame","Nicolas","Fran̤oise","Nicolas Fran̤oise","franacoise.nicolas@mail.ch","410227024411","Avenue de la Libert̩ 3","","1213","PETIT-LANCY","27/11/1998 00:00:00","","","","12/01/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1423"
"BNF-01425","Monsieur","Perrin","Monique","Perrin Monique","monique.perrin@contact.ch","410224571083","Route des Acacias 2","","1209","GENEVE","06/05/1949 00:00:00","","","","11/07/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1425"
"BNF-01427","Madame","Meyer","Nicole","Meyer Nicole","nicole.meyer@test.ch","410226094143","Rue du Commerce 68","","1203","GENEVE","03/08/1952 00:00:00","","","","04/07/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1427"
"BNF-01428","Madame","Clement","Patrick","Clement Patrick","patrick.clement@email.ch","410226105966","Rue de la Gare 63","","1218","GRAND-SACONNEX","14/02/1979 00:00:00","","","","19/07/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1428"
"BNF-01430","Madame","Dufour","Daniel","Dufour Daniel","daniel.dufour@exemple.ch","410227212513","Avenue du Lac 26","","1214","VERNIER","28/08/1951 00:00:00","","","","29/06/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1430"
"BNF-01432","Madame","Fontaine","Christian","Fontaine Christian","christian.fontaine@mail.ch","410223822799","Rue des Acacias 99","","1201","GENEVE","14/11/1964 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1432"
"BNF-01442","Madame","Chevalier","Jacques","Chevalier Jacques","jacques.chevalier@contact.ch","410225487069","Route de Meyrin 79","","1202","GENEVE","09/08/1955 00:00:00","","","","05/03/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1442"
"BNF-01444","Madame","Robin","Andr̩","Robin Andr̩","andrae.robin@test.ch","410229072270","Avenue Victor Hugo 79","","1202","GENEVE","06/04/1948 00:00:00","","","","16/08/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1444"
"BNF-01449","Madame","Martin","C̩line","Martin C̩line","caeline.martin@email.ch","410229424311","Boulevard du Rh̫ne 68","","1227","CAROUGE","21/05/1944 00:00:00","","","","11/09/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1449"
"BNF-01450","Madame","Bernard","St̩phanie","Bernard St̩phanie","staephanie.bernard@exemple.ch","410221427222","Rue de la Fontaine 68","","1207","GENEVE","07/01/1974 00:00:00","","","","22/08/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1450"
"BNF-01457","Monsieur","Dubois","Corinne","Dubois Corinne","corinne.dubois@mail.ch","410228217849","Chemin de Bellevue 53","","1205","GENEVE","09/07/1984 00:00:00","","","","11/09/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1457"
"BNF-01458","Madame","Thomas","Brigitte","Thomas Brigitte","brigitte.thomas@contact.ch","410227863137","Rue de la Fontaine 39","","1206","GENEVE","15/06/1979 00:00:00","","","","01/07/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1458"
"BNF-01460","Madame","Robert","Dominique","Robert Dominique","dominique.robert@test.ch","410222532695","Avenue de la Source 82","","1203","GENEVE","28/03/1959 00:00:00","","","","19/07/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1460"
"BNF-01461","Madame","Petit","Eric","Petit Eric","eric.petit@email.ch","410224547529","Rue de la Gare 8","","1214","VERNIER","19/12/1940 00:00:00","","","","11/09/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1461"
"BNF-01463","Monsieur","Durand","Pascal","Durand Pascal","pascal.durand@exemple.ch","410228697430","Boulevard du Rh̫ne 56","","1206","GENEVE","26/11/1981 00:00:00","","","","16/08/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1463"
"BNF-01464","Madame","Leroy","Olivier","Leroy Olivier","olivier.leroy@mail.ch","410222327927","Rue des Ecoles 52","","1205","GENEVE","01/03/1964 00:00:00","","","","31/05/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1464"
"BNF-01465","Madame","Moreau","Bruno","Moreau Bruno","bruno.moreau@contact.ch","410222411690","Rue du Parc 66","","1206","GENEVE","04/04/1967 00:00:00","","","","16/08/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1465"
"BNF-01467","Monsieur","Simon","Vincent","Simon Vincent","vincent.simon@test.ch","410221526296","Chemin de la Colline 86","","1205","GENEVE","10/08/1943 00:00:00","","","","18/09/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1467"
"BNF-01468","Monsieur","Laurent","Agn̬s","Laurent Agn̬s","agnaes.laurent@email.ch","410227111640","Avenue des Alpes 4","","1204","GENEVE","19/12/1948 00:00:00","","","","27/11/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1468"
"BNF-01477","Madame","Lefebvre","Genevi̬ve","Lefebvre Genevi̬ve","geneviaeve.lefebvre@exemple.ch","410222782288","Chemin des Pins 21","","1208","GENEVE","13/11/1991 00:00:00","","","","08/01/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1477"
"BNF-01478","Madame","Michel","V̩ronique","Michel V̩ronique","vaeronique.michel@mail.ch","410221449181","Avenue Victor Hugo 54","","1218","GRAND-SACONNEX","26/02/1990 00:00:00","","","","16/10/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1478"
"BNF-01489","Madame","Garcia","Chantal","Garcia Chantal","chantal.garcia@contact.ch","410225594328","Chemin des Fleurs 40","","1218","GRAND-SACONNEX","05/08/1987 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1489"
"BNF-01490","Monsieur et Madame","David","Jacqueline","David Jacqueline","jacqueline.david@test.ch","410226592982","Rue du Stade 71","","1217","MEYRIN","28/05/1973 00:00:00","","","","08/11/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1490"
"BNF-01491","Madame","Bertrand","Robert","Bertrand Robert","robert.bertrand@email.ch","410229055654","Avenue Victor Hugo 63","","1203","GENEVE","21/08/1987 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1491"
"BNF-01492","Monsieur et Madame","Roux","Ren̩","Roux Ren̩","renae.roux@exemple.ch","410227123633","Avenue de France 70","","1200","GENEVE","12/02/1958 00:00:00","","","","20/11/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1492"
"BNF-01493","Monsieur","Vincent","Georges","Vincent Georges","georges.vincent@mail.ch","410222717449","Rue de la Fontaine 9","","1205","GENEVE","27/09/1977 00:00:00","","","","20/11/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1493"
"BNF-01494","Madame","Fournier","Henri","Fournier Henri","henri.fournier@contact.ch","410225132165","Rue de la Gare 90","","1208","GENEVE","26/07/1995 00:00:00","","","","04/12/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1494"
"BNF-01496","Monsieur","Morel","Louis","Morel Louis","louis.morel@test.ch","410222022323","Rue du Stade 27","","1227","CAROUGE","27/02/1983 00:00:00","","","","18/12/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1496"
"BNF-01499","Madame","Girard","Sophie","Girard Sophie","sophie.girard@email.ch","410226427189","Rue de la Fontaine 32","","1202","GENEVE","28/02/1997 00:00:00","","","","14/04/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1499"
"BNF-01502","Madame","Andr̩","Marie","Andr̩ Marie","marie.andrae@exemple.ch","410226438235","Avenue de France 66","","1228","PLAN-LES-OUATES","21/09/1985 00:00:00","","","","30/01/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1502"
"BNF-01512","Monsieur et Madame","Mercier","Isabelle","Mercier Isabelle","isabelle.mercier@mail.ch","410222399379","Rue de la Paix 21","","1228","PLAN-LES-OUATES","17/03/1974 00:00:00","","","","04/03/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1512"
"BNF-01513","Madame","Dupont","Catherine","Dupont Catherine","catherine.dupont@contact.ch","410221513848","Avenue des Champs 3","","1214","VERNIER","13/04/1997 00:00:00","","","","18/12/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1513"
"BNF-01514","Madame","Lambert","Nathalie","Lambert Nathalie","nathalie.lambert@test.ch","410223568479","Chemin du Moulin 52","","1203","GENEVE","07/12/1980 00:00:00","","","","27/03/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1514"
"BNF-01515","Madame","Bonnet","Pierre","Bonnet Pierre","pierre.bonnet@email.ch","410227608024","Rue de la Paix 39","","1213","PETIT-LANCY","16/12/1971 00:00:00","","","","01/07/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1515"
"BNF-01523","Monsieur","Fran̤ois","Jean","Fran̤ois Jean","jean.franacois@exemple.ch","410221721944","Rue de la Gare 40","","1205","GENEVE","15/11/1972 00:00:00","","","","15/01/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1523"
"BNF-01551","Madame","Martinez","Marc","Martinez Marc","marc.martinez@mail.ch","410223245957","Rue de la Fontaine 60","","1218","GRAND-SACONNEX","20/12/1945 00:00:00","","","","18/12/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1551"
"BNF-01552","Madame","Legrand","Philippe","Legrand Philippe","philippe.legrand@contact.ch","410221281163","Chemin de Bellevue 22","","1209","GENEVE","10/12/1958 00:00:00","","","","15/04/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1552"
"BNF-01553","Monsieur et Madame","Garnier","Laurent","Garnier Laurent","laurent.garnier@test.ch","410223748873","Rue de la Gare 9","","1218","GRAND-SACONNEX","05/08/1948 00:00:00","","","","18/03/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1553"
"BNF-01554","Madame","Faure","Julie","Faure Julie","julie.faure@email.ch","410222217844","Rue Jean Jaur̬s 40","","1205","GENEVE","23/03/1991 00:00:00","","","","05/02/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1554"
"BNF-01555","Madame","Rousseau","Christine","Rousseau Christine","christine.rousseau@exemple.ch","410225849337","Chemin de la For̻t 9","","1227","CAROUGE","07/06/1985 00:00:00","","","","05/02/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1555"
"BNF-01565","Madame","Blanc","Sylvie","Blanc Sylvie","sylvie.blanc@mail.ch","410227884273","Avenue des Alpes 44","","1200","GENEVE","18/12/1964 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1565"
"BNF-01571","Madame","Guerin","Sandrine","Guerin Sandrine","sandrine.guerin@contact.ch","410226086616","Rue du Commerce 43","","1208","GENEVE","13/11/1941 00:00:00","","","","11/04/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1571"
"BNF-01576","Monsieur","Muller","Val̩rie","Muller Val̩rie","valaerie.muller@test.ch","410223735119","Chemin de la Colline 12","","1227","CAROUGE","06/05/1994 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1576"
"BNF-01578","Monsieur","Henry","Michel","Henry Michel","michel.henry@email.ch","410221686028","Chemin des Vignes 5","","1213","PETIT-LANCY","10/05/1964 00:00:00","","","","12/07/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1578"
"BNF-01595","Madame","Roussel","Bernard","Roussel Bernard","bernard.roussel@exemple.ch","410224687459","Route de Meyrin 17","","1214","VERNIER","15/06/1992 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1595"
"BNF-01596","Madame","Nicolas","Alain","Nicolas Alain","alain.nicolas@mail.ch","410225718591","Rue de la Mairie 11","","1207","GENEVE","26/08/1972 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1596"
"BNF-01597","Madame","Perrin","Fran̤ois","Perrin Fran̤ois","franacois.perrin@contact.ch","410227606555","Avenue Victor Hugo 13","","1217","MEYRIN","03/02/1966 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1597"
"BNF-01599","Madame","Meyer","Thierry","Meyer Thierry","thierry.meyer@test.ch","410228698833","Avenue des Alpes 4","","1205","GENEVE","11/03/1998 00:00:00","","","","11/06/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1599"
"BNF-01600","Madame","Clement","Anne","Clement Anne","anne.clement@email.ch","410226293022","Route de Ferney 46","","1205","GENEVE","19/02/1946 00:00:00","","","","17/06/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1600"
"BNF-01601","Madame","Dufour","Martine","Dufour Martine","martine.dufour@exemple.ch","410222602495","Route des Acacias 97","","1217","MEYRIN","14/03/1968 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1601"
"BNF-01604","Madame","Fontaine","Fran̤oise","Fontaine Fran̤oise","franacoise.fontaine@mail.ch","410223941415","Rue de la Mairie 82","","1202","GENEVE","16/03/1951 00:00:00","","","","01/03/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1604"
"BNF-01607","Madame","Chevalier","Monique","Chevalier Monique","monique.chevalier@contact.ch","410223424711","Rue de la Mairie 91","","1217","MEYRIN","16/11/1943 00:00:00","","","","13/06/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1607"
"BNF-01608","Madame","Robin","Nicole","Robin Nicole","nicole.robin@test.ch","410224862078","Chemin de la Colline 3","","1201","GENEVE","08/10/1950 00:00:00","","","","24/06/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1608"
"BNF-01619","Madame","Martin","Patrick","Martin Patrick","patrick.martin@email.ch","410226831627","Route de Meyrin 44","","1213","PETIT-LANCY","21/04/1977 00:00:00","","","","07/10/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1619"
"BNF-01622","Madame","Bernard","Daniel","Bernard Daniel","daniel.bernard@exemple.ch","410229507483","Route de Lausanne 89","","1205","GENEVE","15/10/1951 00:00:00","","","","13/05/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1622"
"BNF-01627","Madame","Dubois","Christian","Dubois Christian","christian.dubois@mail.ch","410225213288","Rue des Acacias 38","","1203","GENEVE","17/08/1953 00:00:00","","","","27/11/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1627"
"BNF-01628","Monsieur","Thomas","Jacques","Thomas Jacques","jacques.thomas@contact.ch","410224142863","Avenue du Lac 24","","1217","MEYRIN","07/07/1948 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1628"
